Date,btc_price,btc_trans_blockchain,avg_block_size,unique_sentbyaddress,avg_mining_diff,avg_hashrate,sent_in_USD,avg_trans_fee,median_trans_fee,avg_block_confirm_time_min,avg_trans_value_usd,median_trans_value_usd,unique_tofromaddress
20-02-2016,430.082,215578,737687,336835,1.63492E+11,1.19E+18,1704135948,0.0825,0.043,9.6,8369,202.225,445276
21-02-2016,438.567,206489,845680,327450,1.63492E+11,1.10E+18,1757389978,0.0856,0.0439,11.25,8911,219.441,455324
22-02-2016,437.065,237569,898157,373503,1.63492E+11,1.04E+18,1857114236,0.0843,0.0437,11.339,8202,204.59,439234
23-02-2016,427.514,244612,883107,376797,1.63492E+11,1.11E+18,1585143798,0.0845,0.0428,10.588,6971,181.651,461062
24-02-2016,421.19,224809,918082,332184,1.63492E+11,1.04E+18,1458057655,0.0862,0.0421,12.203,6950,168.434,410824
25-02-2016,423.3,216135,798942,345734,1.63492E+11,1.10E+18,1245035812,0.0899,0.0423,9.29,6056,165.218,475481
26-02-2016,424.262,203495,765152,324908,1.63492E+11,1.25E+18,1285162548,0.0883,0.0424,10.286,6920,173.562,424471
27-02-2016,432.256,182030,673816,300181,1.63492E+11,1.09E+18,923887204,0.0887,0.0432,9.796,6000,107.454,415896
28-02-2016,429.127,233302,776484,332064,1.63492E+11,1.20E+18,3543495229,0.0818,0.0429,10.746,15603,256.579,431474
29-02-2016,436.765,265187,913216,391910,1.63492E+11,1.12E+18,4224600109,0.091,0.0437,10.827,16341,329.906,491300
01-03-2016,434.676,276953,904953,403197,1.63492E+11,1.07E+18,4642360608,0.0943,0.0435,10.213,17265,284.384,477531
02-03-2016,431.575,270049,900198,399762,1.63492E+11,1.22E+18,2347458168,0.147,0.0432,9.172,9129,284.898,498562
03-03-2016,421.323,221517,920750,337358,1.63492E+11,1.14E+18,1389892162,0.107,0.0421,10.667,6705,207.207,484425
04-03-2016,419.557,207330,786489,301562,1.63328E+11,1.23E+18,3054049581,0.104,0.0474,9.29,15091,185.649,467261
05-03-2016,403.989,234842,779954,326374,1.58427E+11,1.25E+18,7765986925,0.107,0.0537,9.6,33565,419.867,469348
06-03-2016,404.42,161591,628774,249922,1.58427E+11,1.15E+18,746138427,0.0979,0.0457,9.73,5026,126.118,353877
07-03-2016,409.784,183122,708258,261525,1.58427E+11,1.19E+18,1114998982,0.0979,0.0454,10.827,6482,137.622,367988
08-03-2016,412.669,200144,680284,293507,1.58427E+11,1.05E+18,859927775,0.0926,0.0413,9.351,4800,134.193,416467
09-03-2016,411.941,190220,744044,274045,1.58427E+11,1.31E+18,776634802,0.118,0.0413,8.571,4464,125.536,457651
10-03-2016,413.802,188571,676904,276461,1.58427E+11,1.25E+18,895122488,0.0901,0.0415,9.29,5453,112.258,385798
11-03-2016,419.577,189656,614238,270333,1.58427E+11,1.28E+18,904239471,0.088,0.042,9,5221,115.3,386404
12-03-2016,413.346,167869,573967,241360,1.58427E+11,1.17E+18,692462712,0.0847,0.0413,10,4497,106.473,341896
13-03-2016,412.764,149670,637882,243564,1.58427E+11,1.07E+18,624405966,0.0987,0.0413,10.827,4462,99.511,367421
14-03-2016,414.027,191189,726138,282748,1.58427E+11,1.12E+18,868283522,0.0889,0.0414,9.474,5245,122.993,402214
15-03-2016,415.778,202265,664115,289394,1.58427E+11,1.24E+18,1212965909,0.0882,0.0416,8.944,6571,124.686,400044
16-03-2016,415.443,211840,668798,306024,1.58427E+11,1.28E+18,5445861378,0.0941,0.0422,9.474,26255,198.875,388398
17-03-2016,418.234,208178,746679,306174,1.58427E+11,1.14E+18,3204973917,0.0931,0.0418,10.213,16034,152.866,430484
18-03-2016,413.077,205886,739516,294075,1.62378E+11,1.15E+18,2019330396,0.0861,0.0413,10.588,10505,127.145,390122
19-03-2016,407.531,177342,640008,263916,1.65497E+11,1.12E+18,812683511,0.0789,0.0408,10.588,5025,103.256,359219
20-03-2016,410.271,177997,660621,269904,1.65497E+11,1.17E+18,666049437,0.0778,0.041,9.863,4079,102.527,358245
21-03-2016,409.752,198867,754196,280911,1.65497E+11,1.13E+18,710893561,0.0848,0.041,10.36,4199,119.573,383988
22-03-2016,415.288,205060,713965,298520,1.65497E+11,1.20E+18,794120270,0.0863,0.0415,9.73,4519,105.838,415030
23-03-2016,416.991,186659,674711,273491,1.65497E+11,1.21E+18,709908420,0.0857,0.0417,9.664,4609,111.536,340578
24-03-2016,415.821,189947,674037,275884,1.65497E+11,1.24E+18,819429184,0.0843,0.0416,9.796,4998,125.047,383552
25-03-2016,415.36,172163,623933,257576,1.65497E+11,1.21E+18,756321517,0.0789,0.0415,9.863,5094,114.183,359481
26-03-2016,416.249,158896,625212,239914,1.65497E+11,1.24E+18,543383944,0.0939,0.0416,9.412,3933,98.45,418683
27-03-2016,419.438,160125,629374,243666,1.65497E+11,1.24E+18,657345438,0.0832,0.0419,10.213,4587,99.331,348069
28-03-2016,423.456,195910,674450,278805,1.65497E+11,1.21E+18,727727230,0.0998,0.0423,8.471,4501,121.983,458611
29-03-2016,417.945,197252,836367,289705,1.65497E+11,1.38E+18,688532071,0.122,0.0418,9.172,4513,125.342,528452
30-03-2016,412.853,200881,748824,284876,1.65497E+11,1.27E+18,681130814,0.094,0.0413,9.796,4169,123.555,436345
31-03-2016,414.983,206352,845109,279289,1.65497E+11,1.10E+18,702849230,0.092,0.0415,11.613,4396,124.453,374089
01-04-2016,415.156,211769,768344,298728,1.66524E+11,1.14E+18,745792573,0.104,0.0415,9.412,4269,123.434,404832
02-04-2016,418.138,183364,798776,269808,1.66852E+11,1.27E+18,636174074,0.113,0.0418,10.36,4003,110.222,417620
03-04-2016,417.978,178287,726970,270481,1.66852E+11,1.15E+18,564408947,0.102,0.0418,10.141,3653,104.453,400279
04-04-2016,418.564,208763,669604,300628,1.66852E+11,1.34E+18,698645900,0.0904,0.0419,8.675,4267,123.973,417170
05-04-2016,420.973,216021,741596,295830,1.66852E+11,1.31E+18,700577042,0.0934,0.0421,9.29,4392,121.912,411003
06-04-2016,421.292,219133,706354,303425,1.66852E+11,1.27E+18,729003161,0.112,0.0421,9.172,4602,129.969,418091
07-04-2016,420.006,218324,758160,292183,1.66852E+11,1.21E+18,825753776,0.0861,0.042,10.36,5308,126.065,387867
08-04-2016,420.314,214047,717973,285957,1.66852E+11,1.19E+18,735260833,0.0855,0.042,10,5350,132.915,374081
09-04-2016,416.933,196279,635182,268706,1.66852E+11,1.29E+18,677776060,0.0776,0.0417,8.889,4769,99.467,379848
10-04-2016,418.889,186781,553217,267561,1.66852E+11,1.44E+18,610270067,0.0746,0.0419,8.324,4506,101.692,348807
11-04-2016,420.07,229887,770888,295286,1.66852E+11,1.31E+18,659367895,0.0916,0.042,9.412,4691,128.625,423078
12-04-2016,423.767,240058,835597,318024,1.66852E+11,1.26E+18,919964293,0.0896,0.0424,9.73,6212,129.996,467842
13-04-2016,423.615,223342,707182,306203,1.66852E+11,1.32E+18,952267040,0.0868,0.0424,8.78,6097,136.326,432307
14-04-2016,423.23,227764,714189,305310,1.74496E+11,1.38E+18,805869657,0.0834,0.0423,8.78,5502,131.661,421428
15-04-2016,426.47,212039,792496,286025,1.78678E+11,1.36E+18,884143010,0.0899,0.0426,10.36,7690,146.428,379338
16-04-2016,429.738,181866,674649,259729,1.78678E+11,1.25E+18,1040045939,0.0806,0.043,10.435,7203,107.392,377708
17-04-2016,427.826,192270,659208,282922,1.78678E+11,1.34E+18,857769514,0.0763,0.0428,9.114,5861,113.723,402557
18-04-2016,427.315,220261,837546,298954,1.78678E+11,1.27E+18,840392929,0.0918,0.0427,10.746,7681,128.269,426792
19-04-2016,428.717,226361,749784,308771,1.78678E+11,1.29E+18,915868397,0.0824,0.0429,9.6,7012,133.018,416218
20-04-2016,436.562,216615,696843,298051,1.78678E+11,1.33E+18,964275768,0.0871,0.0437,8.727,8209,134.059,411908
21-04-2016,443.215,212644,731708,302938,1.78678E+11,1.45E+18,1130862864,0.0893,0.0443,9.536,10483,133.213,415543
22-04-2016,445.474,210833,774829,288306,1.78678E+11,1.26E+18,1047685287,0.0902,0.0445,10.07,11172,137.192,391327
23-04-2016,445.852,185072,654579,266608,1.78678E+11,1.32E+18,857657973,0.0799,0.0446,10,8245,103.667,399410
24-04-2016,452.604,183023,727957,269400,1.78678E+11,1.23E+18,771265952,0.0823,0.0453,10.909,5491,97.899,402357
25-04-2016,457.376,217437,874402,304689,1.78678E+11,1.14E+18,1041375335,0.0911,0.0457,11.339,5714,127.01,444197
26-04-2016,463.109,250593,813097,338124,1.78678E+11,1.26E+18,1159092093,0.624,0.0463,9.536,5112,126.838,446772
27-04-2016,458.712,239306,875260,311692,1.78678E+11,1.27E+18,1018777076,0.0884,0.0459,11.163,4757,119.287,424650
28-04-2016,444.29,247822,897397,297571,1.78666E+11,1.17E+18,1042424815,0.089,0.0444,10.667,4840,111.561,418528
29-04-2016,449.257,261726,812765,322420,1.78659E+11,1.29E+18,942003650,0.0857,0.0449,9.114,4323,100.948,464315
30-04-2016,451.828,215566,757466,284748,1.78659E+11,1.34E+18,782214893,0.0857,0.0452,9.863,3974,94.884,382726
01-05-2016,449.954,191275,625635,258379,1.78659E+11,1.36E+18,772130419,0.0812,0.045,9.29,4412,83.691,375655
02-05-2016,446.236,223628,751003,286365,1.78659E+11,1.36E+18,964214470,0.0901,0.0446,9.172,4882,126.299,423025
03-05-2016,446.352,235458,778147,288409,1.78659E+11,1.39E+18,908510479,0.0851,0.0446,9.536,4303,133.861,421903
04-05-2016,446.988,233524,706967,288032,1.78659E+11,1.43E+18,904027881,0.0903,0.0447,8.623,4400,140.974,412465
05-05-2016,446.657,229418,704442,285108,1.78659E+11,1.40E+18,880230655,0.0862,0.0447,9.29,4219,129.022,396794
06-05-2016,451.464,233070,685806,287516,1.78659E+11,1.42E+18,919355237,0.0862,0.0451,8.889,4488,126.861,392060
07-05-2016,457.988,201912,646440,255838,1.78659E+11,1.35E+18,800165284,0.0853,0.0458,9.6,4287,120.602,371632
08-05-2016,457.595,188857,578072,254712,1.78659E+11,1.44E+18,678869657,0.0842,0.0458,8.571,3924,114.291,357682
09-05-2016,458.102,226278,638160,298442,1.78659E+11,1.56E+18,800566319,0.0819,0.0458,8.421,4223,130.831,416018
10-05-2016,454.748,245563,726826,304755,1.78659E+11,1.44E+18,896691674,0.0891,0.0455,9.114,4089,137.421,425757
11-05-2016,452.584,234279,812933,293713,1.90503E+11,1.39E+18,1036210701,0.0886,0.0453,10.827,4843,139.332,409881
12-05-2016,451.025,228270,779911,286380,1.94255E+11,1.31E+18,946838203,0.0924,0.0451,10.36,4529,148.858,413347
13-05-2016,454.247,231994,762611,290669,1.94255E+11,1.43E+18,1038481806,0.0932,0.0454,9.474,5040,153.7,393696
14-05-2016,455.025,211136,812260,270237,1.94255E+11,1.39E+18,777516371,0.103,0.0455,10,4110,116.051,401833
15-05-2016,455.975,200032,777614,257651,1.94255E+11,1.42E+18,848145394,0.104,0.0456,10.36,4649,133.195,379361
16-05-2016,455.809,239668,906681,306878,1.94255E+11,1.32E+18,1079445374,0.115,0.0456,10.213,5107,167.541,447210
17-05-2016,453.459,238485,867850,297578,1.94255E+11,1.43E+18,1048162645,0.111,0.0493,10.213,5134,155.718,435799
18-05-2016,453.949,234930,873649,303354,1.94255E+11,1.37E+18,909649446,0.113,0.0493,9.412,4341,135.844,459724
19-05-2016,449.494,219025,955400,286434,1.94255E+11,1.27E+18,952749618,0.113,0.0519,12,5228,140.816,400946
20-05-2016,441.529,209247,781575,274483,1.94255E+11,1.40E+18,710545520,0.109,0.0511,9.664,4496,132.37,397298
21-05-2016,442.068,191320,891215,260801,1.94255E+11,1.32E+18,551523877,0.131,0.0477,10.213,3639,113.54,415312
22-05-2016,441.268,184164,603499,252107,1.94255E+11,1.66E+18,520670205,0.104,0.0461,7.826,3613,107.369,393300
23-05-2016,441.669,222574,646188,300753,1.94255E+11,1.81E+18,717658537,0.109,0.0462,8,4230,130.167,437689
24-05-2016,445.089,246370,849884,312870,1.94771E+11,1.50E+18,833836164,0.108,0.047,9.796,4536,118.229,462383
25-05-2016,448.097,247703,870456,312886,1.99312E+11,1.36E+18,1245321409,0.108,0.0518,10.435,6038,118.198,450438
26-05-2016,450.845,219956,820396,291764,1.99312E+11,1.37E+18,1368033643,0.114,0.0521,10.667,7431,139.342,413798
27-05-2016,472.112,215157,948048,306728,1.99312E+11,1.31E+18,1724155190,0.156,0.064,10.36,9042,150.604,456557
28-05-2016,496.908,192921,863282,281494,1.99312E+11,1.43E+18,1594980088,0.135,0.0653,10.827,9433,138.155,436334
29-05-2016,522.366,178595,679996,252561,1.99312E+11,1.47E+18,1090226164,0.14,0.0649,9.796,8006,139.838,369009
30-05-2016,533.135,211224,891660,297260,1.99312E+11,1.34E+18,904588186,0.146,0.0619,10,5666,126.556,492783
31-05-2016,535.416,215122,866937,292466,1.99312E+11,1.42E+18,1116769826,0.13,0.0622,11.339,6367,151.827,435775
01-06-2016,532.201,234241,839229,307193,1.99312E+11,1.26E+18,929754823,0.128,0.0618,10.07,5354,121.691,450917
02-06-2016,534.594,230961,826756,296969,1.99312E+11,1.47E+18,998839950,0.135,0.064,10.435,5414,116.842,439406
03-06-2016,551.979,234527,832476,304099,1.99312E+11,1.39E+18,822002409,0.129,0.0642,10.141,4555,130.044,443089
04-06-2016,571.159,196546,840473,262486,1.99312E+11,1.35E+18,659106024,0.135,0.0604,12.101,4332,126.434,410980
05-06-2016,573.875,189632,611143,262657,1.99312E+11,1.42E+18,810825694,0.134,0.0617,8.471,5531,129.065,410251
06-06-2016,580.536,221001,705374,309392,1.99312E+11,1.68E+18,907538925,0.137,0.0615,8.471,5148,148.047,446221
07-06-2016,579.599,230876,803520,318170,1.99312E+11,1.47E+18,988193343,0.132,0.0614,10.286,5375,147.721,442725
08-06-2016,574.524,229789,802157,309831,1.96423E+11,1.43E+18,951443438,0.126,0.0618,10,5002,148.887,432718
09-06-2016,574.28,236188,720538,329488,1.96061E+11,1.54E+18,987039082,0.129,0.0617,8.727,5084,160.8,464860
10-06-2016,573.047,228223,822570,316057,1.96061E+11,1.46E+18,1103171341,0.133,0.0615,10,5771,171.654,456051
11-06-2016,579.549,213003,696038,290012,1.96061E+11,1.48E+18,913061730,0.126,0.0603,9.231,5144,157.753,414577
12-06-2016,638.456,210565,829965,294699,1.96061E+11,1.48E+18,1550049716,0.159,0.0638,9.863,8574,157.646,443702
13-06-2016,686.885,251193,915520,340273,1.96061E+11,1.49E+18,1569593051,0.175,0.0739,8.944,7529,184.923,501460
14-06-2016,685.852,246697,955117,328933,1.96061E+11,1.48E+18,1325293748,0.192,0.103,10.909,6559,171.5,474058
15-06-2016,682.671,259050,917067,355138,1.96061E+11,1.36E+18,1277023446,0.22,0.122,9.474,6113,169.974,497380
16-06-2016,734.99,267721,957621,358255,1.96061E+11,1.51E+18,1614440592,0.226,0.117,9.664,7667,209.84,503551
17-06-2016,744.823,253603,930671,351130,1.96061E+11,1.46E+18,1605289556,0.232,0.119,9.664,8138,193.031,509363
18-06-2016,748.164,235159,867645,320932,1.96061E+11,1.42E+18,1360150778,0.225,0.12,9.114,7450,159.051,495933
19-06-2016,753.295,218121,723025,302078,1.96061E+11,1.74E+18,1189229337,0.218,0.136,8.136,6932,150.866,443893
20-06-2016,747.682,249170,780210,341587,1.96061E+11,1.68E+18,1522315501,0.23,0.135,8.78,7932,192.185,469212
21-06-2016,681.946,248015,914827,344972,2.06307E+11,1.56E+18,1548114419,0.21,0.0962,9.664,7825,208.464,518259
22-06-2016,649.939,235512,945561,327199,2.09453E+11,1.46E+18,1425769047,0.218,0.116,11.163,7476,233.783,461509
23-06-2016,588.926,241160,919713,340175,2.09453E+11,1.43E+18,1537726813,0.184,0.094,10.286,7707,184.295,496189
24-06-2016,652.469,237496,942594,335486,2.09453E+11,1.35E+18,1533267389,0.204,0.113,11.163,7672,216.648,469900
25-06-2016,669.287,206757,792515,300669,2.09453E+11,1.55E+18,1072219711,0.197,0.107,8.889,7024,165.975,491143
26-06-2016,640.632,181202,762149,277262,2.09453E+11,1.58E+18,859651597,0.192,0.1,9.863,6426,140.997,453212
27-06-2016,637.878,216882,777125,288396,2.09453E+11,1.55E+18,1035725984,0.182,0.0957,9.796,6372,162.682,404257
28-06-2016,647.563,212459,759950,306081,2.09453E+11,1.54E+18,932141489,0.178,0.0878,9.73,5681,161.826,431494
29-06-2016,633.786,223966,764476,294078,2.09453E+11,1.48E+18,877645426,0.175,0.0859,9.863,5617,183.789,410086
30-06-2016,651.127,231810,797428,308116,2.09453E+11,1.59E+18,995713523,0.176,0.0883,9.6,5846,195.127,442083
01-07-2016,674.251,205646,749268,282202,2.09453E+11,1.73E+18,1061218002,0.189,0.0906,9.29,6712,185.15,449855
02-07-2016,683.826,198726,694734,261873,2.09453E+11,1.50E+18,1009740048,0.182,0.0927,9.664,7391,186.925,408449
03-07-2016,673.449,176973,614566,246744,2.09453E+11,1.58E+18,875462436,0.173,0.0881,9.351,6596,152.129,383963
04-07-2016,668.624,213749,739244,289733,2.09558E+11,1.59E+18,1242596531,0.173,0.0852,9.536,8120,200.473,441260
05-07-2016,669.77,214814,789077,285564,2.13399E+11,1.45E+18,1052637721,0.174,0.0867,9.931,6395,181.323,426264
06-07-2016,670.711,214551,797465,282272,2.13399E+11,1.58E+18,978686263,0.174,0.0882,10.286,6365,170.971,391335
07-07-2016,640.923,215411,821418,281849,2.13399E+11,1.50E+18,1391821840,0.168,0.0854,10.511,8465,178.018,390884
08-07-2016,644.648,210556,779762,271415,2.13399E+11,1.50E+18,1037900194,0.175,0.0844,9.931,7002,184.772,398382
09-07-2016,649.595,185256,657970,250182,2.13399E+11,1.56E+18,870245397,0.166,0.0873,9.664,6621,140.04,396352
10-07-2016,645.327,162452,585731,233709,2.13399E+11,1.65E+18,697759476,0.153,0.0845,9.231,6042,128.633,348927
11-07-2016,646.33,217946,793204,285819,2.13399E+11,1.56E+18,939261682,0.17,0.0869,10.07,6591,201.352,429180
12-07-2016,653.631,218891,775743,289119,2.13399E+11,1.54E+18,1021453097,0.153,0.0784,10.07,6905,163.146,392187
13-07-2016,659.574,216374,819940,282826,2.13399E+11,1.49E+18,935077735,0.162,0.0886,11.163,6865,196.125,362818
14-07-2016,655.688,217554,798355,281682,2.13399E+11,1.41E+18,829926530,0.173,0.0855,10.213,6316,188.938,398175
15-07-2016,658.89,215946,790134,282033,2.13399E+11,1.39E+18,1428560625,0.169,0.087,10.667,10215,216.696,391889
16-07-2016,660.703,182035,688396,250710,2.13399E+11,1.63E+18,862870923,0.184,0.0844,9.172,7128,165.414,410103
17-07-2016,667.464,170864,709273,233619,2.13399E+11,1.64E+18,1031829938,0.187,0.0859,9.664,8022,157.608,371105
18-07-2016,675.134,222687,819013,285513,2.13402E+11,1.60E+18,949529710,0.179,0.0915,9.73,6891,227.995,424993
19-07-2016,668.951,222018,860706,282138,2.13493E+11,1.48E+18,982620651,0.186,0.0907,11.25,7646,238.024,395388
20-07-2016,667.413,227279,798701,289388,2.13493E+11,1.52E+18,994832093,0.189,0.0905,9.6,7209,210.515,397145
21-07-2016,662.495,217473,809190,277580,2.13493E+11,1.45E+18,934640906,0.184,0.0907,10.827,6719,234.571,413155
22-07-2016,659.521,221275,863906,285242,2.13493E+11,1.42E+18,985765634,0.194,0.104,11.163,7212,247.283,406649
23-07-2016,653.666,195665,826219,254801,2.13493E+11,1.34E+18,735476332,0.201,0.103,10.992,6123,207.8,395233
24-07-2016,656.306,183766,791469,247608,2.13493E+11,1.37E+18,901069996,0.182,0.0935,11.613,6616,196.826,373150
25-07-2016,656.119,239584,909912,304986,2.13493E+11,1.41E+18,782737114,0.191,0.104,10.992,5283,207.107,442602
26-07-2016,651.943,237544,922964,306672,2.13493E+11,1.37E+18,1081556485,0.194,0.103,11.163,6337,229.058,445910
27-07-2016,652.979,235475,921705,298171,2.13493E+11,1.35E+18,1156462939,0.208,0.113,11.25,6971,239.752,427092
28-07-2016,654.826,234727,875161,300770,2.13493E+11,1.40E+18,1065131519,0.2,0.105,10.588,6935,231,422943
29-07-2016,655.218,231267,822289,285739,2.13493E+11,1.53E+18,959699567,0.205,0.113,9.796,6057,261.94,113337
30-07-2016,655.252,199365,870078,259026,2.13493E+11,1.41E+18,539162962,0.216,0.122,12.101,6169,237.837,306460
31-07-2016,636.085,192100,794489,253688,2.13493E+11,1.47E+18,774259277,0.24,0.127,9.351,6148,210.89,420832
01-08-2016,620.444,224896,814100,297435,2.13493E+11,1.55E+18,738715349,0.202,0.112,9.412,4759,209.399,447337
02-08-2016,595.245,250944,859259,322032,2.10856E+11,1.69E+18,1511811162,0.193,0.119,9.351,8385,270.347,470680
03-08-2016,552.184,241616,790970,313210,2.01893E+11,1.57E+18,838752182,0.173,0.099,8.675,5732,217.449,447802
04-08-2016,572.822,231682,780660,300089,2.01893E+11,1.58E+18,1222587226,0.172,0.104,9.412,7424,209.275,437325
05-08-2016,573.026,228075,700963,299098,2.01893E+11,1.64E+18,946683575,0.187,0.0942,8.521,5752,186.638,418707
06-08-2016,575.443,195503,619162,262990,2.01893E+11,1.74E+18,559429850,0.176,0.078,8.675,4472,178.387,387108
07-08-2016,589.396,192266,768238,248428,2.01893E+11,1.52E+18,607206279,0.205,0.106,9.73,5744,207.689,390587
08-08-2016,589.032,235147,839163,303025,2.01893E+11,1.45E+18,656253005,0.217,0.11,9.73,4933,182.989,469541
09-08-2016,586.113,231276,880452,306931,2.01893E+11,1.47E+18,920698003,0.188,0.113,11.613,5678,205.026,430639
10-08-2016,589.594,244589,834539,319379,2.01893E+11,1.46E+18,910509059,0.182,0.113,9.536,5238,175.258,488493
11-08-2016,592.19,254365,860390,330506,2.01893E+11,1.39E+18,784485327,0.186,0.118,9.6,5245,177.694,463192
12-08-2016,586.987,232824,805191,307572,2.01893E+11,1.53E+18,828930539,0.178,0.107,9.664,4847,215.464,437955
13-08-2016,586.74,214406,665032,274992,2.01893E+11,1.64E+18,608757705,0.172,0.0987,8.834,5602,210.047,410826
14-08-2016,576.272,200011,639670,270190,2.01893E+11,1.60E+18,578163806,0.178,0.104,8.834,4944,196.67,394563
15-08-2016,569.003,202750,809687,276740,2.03484E+11,1.64E+18,853818491,0.192,0.103,9.863,5824,212.707,461779
16-08-2016,571.996,254296,919992,336091,2.17375E+11,1.47E+18,1048494190,0.187,0.112,10.667,6221,200.447,493590
17-08-2016,574.509,237880,949718,322568,2.17375E+11,1.38E+18,807356243,0.178,0.104,11.707,4826,177.838,466782
18-08-2016,573.871,239387,798776,320596,2.17375E+11,1.52E+18,972277893,0.183,0.104,9.351,5576,189.454,429466
19-08-2016,574.592,245941,790719,318964,2.17375E+11,1.61E+18,856252373,0.189,0.115,9.351,5549,214.331,425432
20-08-2016,577.708,208069,713966,287944,2.17375E+11,1.72E+18,911496553,0.17,0.107,9.29,5856,159.995,453235
21-08-2016,580.948,184741,614827,262973,2.17375E+11,1.72E+18,556537103,0.159,0.0966,8.834,4204,143.726,385756
22-08-2016,582.629,228215,784796,311918,2.17375E+11,1.74E+18,947533423,0.168,0.099,9.114,5062,174.672,459903
23-08-2016,584.169,238874,828889,315492,2.17375E+11,1.68E+18,1010822720,0.165,0.106,9.796,5109,167.68,452155
24-08-2016,580.74,234978,756206,311175,2.17375E+11,1.58E+18,1043118540,0.16,0.105,9.474,5262,156.385,466246
25-08-2016,575.66,233879,867973,305390,2.17375E+11,1.59E+18,990564004,0.159,0.107,11.077,5246,186.958,401522
26-08-2016,578.283,226635,844329,303177,2.17375E+11,1.41E+18,989798943,0.159,0.105,10.909,5336,183.798,414477
27-08-2016,574.184,190954,686820,270425,2.17375E+11,1.43E+18,676892144,0.167,0.0908,10,4398,129.249,410703
28-08-2016,572.17,174337,608445,247605,2.17375E+11,1.65E+18,567836438,0.161,0.0894,9.474,4268,130.672,354909
29-08-2016,574.891,225133,808839,296549,2.18442E+11,1.76E+18,744219660,0.164,0.101,9.664,4373,182.76,449032
30-08-2016,576.744,251838,783145,339407,2.20756E+11,1.63E+18,744202679,0.155,0.104,8.78,4186,177.927,471368
31-08-2016,574.462,225226,834663,309550,2.20756E+11,1.58E+18,795092143,0.159,0.0909,10.746,4545,173.26,447987
01-09-2016,573.069,237326,849162,316754,2.20756E+11,1.53E+18,753339996,0.153,0.103,10.286,4314,196.9,426749
02-09-2016,573.174,225703,726568,306405,2.20756E+11,1.66E+18,673237407,0.146,0.093,9.412,4046,193.185,433829
03-09-2016,579.773,182078,769859,275683,2.20756E+11,1.50E+18,632951393,0.164,0.087,11.429,4161,137.746,407118
04-09-2016,604.208,183065,579273,260378,2.20756E+11,1.68E+18,468967340,0.154,0.0825,8.045,3823,120.766,380235
05-09-2016,605.63,227543,880216,314366,2.20756E+11,1.76E+18,805004180,0.168,0.0958,10.286,4556,173.391,465896
06-09-2016,606.793,231982,866867,320591,2.20756E+11,1.51E+18,738757000,0.159,0.0951,10.588,4183,152.855,461272
07-09-2016,610.021,250657,809249,328621,2.20756E+11,1.63E+18,727500461,0.155,0.0957,9.474,3898,155.766,476591
08-09-2016,621.285,226862,814024,314918,2.20756E+11,1.62E+18,753060027,0.163,0.0932,10,4450,154.51,432427
09-09-2016,622.603,220392,812951,306443,2.20756E+11,1.56E+18,836357374,0.179,0.108,10.141,4972,181.137,428543
10-09-2016,623.902,193165,646521,281538,2.20756E+11,1.64E+18,619072985,0.165,0.0936,9.29,4768,143.448,404099
11-09-2016,620.306,180227,591634,268064,2.20756E+11,1.74E+18,600767188,0.163,0.093,8.78,5178,137.843,398487
12-09-2016,607.225,208486,690745,301897,2.24587E+11,1.95E+18,746671579,0.163,0.0911,8.834,4865,159.985,459518
13-09-2016,609.126,239721,780788,326363,2.25833E+11,1.73E+18,793125942,0.173,0.11,8.727,5059,186.404,473180
14-09-2016,610.447,231644,764124,314978,2.25833E+11,1.83E+18,730269493,0.164,0.0916,9.231,4996,170.773,432043
15-09-2016,609.706,233334,752896,316561,2.25833E+11,1.73E+18,630192888,0.156,0.0965,9.351,4083,171.669,427832
16-09-2016,608.348,210989,774544,290462,2.25833E+11,1.74E+18,865309237,0.185,0.108,10.36,5477,180.569,428124
17-09-2016,607.443,215366,754301,308136,2.25833E+11,1.73E+18,514858612,0.163,0.0952,8.834,4156,132.176,455846
18-09-2016,607.971,191458,678224,270262,2.25833E+11,1.66E+18,540534247,0.168,0.0962,9.931,5159,139.855,360162
19-09-2016,609.926,223407,834958,308397,2.25833E+11,1.57E+18,676892913,0.181,0.109,10.827,5660,185.278,425006
20-09-2016,608.701,244164,782574,327454,2.25833E+11,1.64E+18,941086652,0.17,0.11,9.536,5739,182.494,468695
21-09-2016,597.916,239050,711269,321723,2.25833E+11,1.71E+18,779154732,0.162,0.105,8.675,4666,178.95,459657
22-09-2016,597.849,231086,762499,310343,2.25833E+11,1.84E+18,969941995,0.162,0.106,10.213,6015,192.074,431972
23-09-2016,599.46,223051,805178,310523,2.25833E+11,1.53E+18,851974361,0.161,0.0958,10.588,6051,192.569,422012
24-09-2016,603.368,208484,635804,290269,2.25833E+11,1.58E+18,614479581,0.171,0.109,8.675,5874,182.157,424429
25-09-2016,602.605,195457,570823,286053,2.34737E+11,2.28E+18,770114041,0.153,0.0904,7.784,5731,142.14,399415
26-09-2016,604.645,230616,770752,335846,2.41227E+11,1.98E+18,1120833947,0.159,0.0907,9.412,5968,149.968,479715
27-09-2016,605.886,240168,764157,346932,2.41227E+11,1.84E+18,728148064,0.159,0.0909,8.623,4473,147.407,489447
28-09-2016,604.801,234847,782223,343979,2.41227E+11,1.93E+18,1247648373,0.167,0.0957,9.73,6551,158.391,462481
29-09-2016,604.65,242587,832733,354073,2.41227E+11,1.76E+18,816374887,0.171,0.0957,10.07,4579,152.311,460805
